Source Language,Target Language,Request Body,Response Body
en,de,Once when the status be completed it can take 14 days until Samsung Care + be active.,"Sobald der Status abgeschlossen ist, kann es 14 Tage dauern, bis Samsung Care+ aktiv ist."
en,de,Agent,Agent
ro,en,voiam să vă arat două carduri sandisk și să îmi spuneți dacă sunt bune pentru samsung a53,i wanted to show you two sandisk cards and let me know if they are good for samsung a53
en,es,We are connected remotely.,Estamos conectados remotamente.
et,en,"Ja, Hast du Fragen zu deiner Bestellung oder Rechnung?",And Do you have any questions about your order or invoice?
en,de,"Thank you for your patience, as i can see in our system order status is still shipped. ","Vielen Dank für Ihre Geduld. Wie ich in unserem System sehen kann, lautet der Bestellstatus immer noch „Versendet“. "
ar,en,"مرحبا، معاك أريج.
","Hello, this is Arej.
"
ro,en,nu se potriveau la telefon,they didn&#39;t match the phone
ro,en,"nu, doar că din ce am văzut cardurile sandisk pe care le-am extreme pro erau pentru camere","no, just from what i saw the sandisk cards i have extreme pro were for cameras"
es,en,Si y desbloquear la cuenta,Yes and unlock the account
es,en,Si y desbloquear la cuenta,Yes and unlock the account
es,en,Si y desbloquear la cuenta,Yes and unlock the account
es,en,Si y desbloquear la cuenta,Yes and unlock the account
bn,en,শুভ💕💕💕 সকাল🌄🙋,Good morning 💕💕💕🌄🙋
de,en,"Wenn ihr schon mal zum Shoppen auf Amazon seid ist es nur ein kleiner Abstecher. Auch in der 🇺🇦 ist bald Weihnachten…:-)

Keine Angst, die auf diese Weise bestellten Produkte kommen nicht zu euch an die Haustüre, sondern werden direkt dorthin geliefert wo sie gebraucht werden.","If you&#39;re already shopping on Amazon, it&#39;s only a short detour. Christmas is coming soon in the 🇺🇦 too...:-) Don&#39;t worry, the products ordered this way will not be delivered to your door, but will be delivered directly to where they are needed."
id,en,lagi instalasi,again installation
ja,en,11月5日に、電源ボタンを押しても一切反応がなくなりました。電源ケーブルを抜いて2週間ほど放置したうえで再度試行し、その後改めて一晩電源ケーブルをつないで再再度試行しましたが、状況が変わりません。,"On November 5th, the power button stopped responding when I pressed it. I unplugged the power cable and left it for about two weeks, then tried again, then plugged it in overnight and tried again, but the situation did not change."
es,en,Y me aparece cuenta bloqueada,And I get a blocked account.
es,en,Y me aparece cuenta bloqueada,And I get a blocked account.
es,en,Y me aparece cuenta bloqueada,And I get a blocked account.
es,en,Y me aparece cuenta bloqueada,And I get a blocked account.
de,en,ich warte,I&#39;m waiting
de,en,ich warte,I&#39;m waiting
en,ro,"I already sent you all the recommendation, did you lost it and want it back?","Ți-am trimis deja toată recomandarea, ai pierdut-o și ai vrut-o înapoi?"
id,en,"👍 Tak, Nie, Nie rozmowa była super wszystkie potrzebne informacje zostały mi przekazane",👍 No NO No the conversation was great all the necessary information was given to me
es,en,"Sí, Sí, Nu am lucruri de adăugat. Îmi sunteți mereu de ajutor.🥰, Αν κάνω αναγκαστική επανεκκίνηση το τηλέφωνο μου θα σβηστούν τα δεδομένα μου;, Sí, nemam, Da, Wszystko było super. Idealnie., Rozwiązać problem., 👎 ne, Ne",Yeah Yeah I have nothing to add. You are always helping me If I force restart my phone will my data be erased? Yeah i don&#39;t have And Everything was great. Perfect. Solve the problem. It&#39;s 👎 Yes
es,en,El número de tlf que tengo registrado en Samsung ya no es,The phone number I have registered with Samsung is no longer
es,en,El número de tlf que tengo registrado en Samsung ya no es,The phone number I have registered with Samsung is no longer
es,en,El número de tlf que tengo registrado en Samsung ya no es,The phone number I have registered with Samsung is no longer
de,en,erhalte ich eine sotrinierungsbestättigugn?,Will I receive a confirmation of sotrination?
de,en,"Ich hoffe es meldet sich bald jemand, mein Geld hat samsung ja auch bereits erhalten.","I hope someone gets in touch soon, Samsung has already received my money."
de,en,"Ich hoffe es meldet sich bald jemand, mein Geld hat samsung ja auch bereits erhalten.","I hope someone gets in touch soon, Samsung has already received my money."
en,ro,Hello Daniel it's me again,"Salut Daniel, sunt din nou eu"
en,de,"In case that you have any other inquiry, I will be happy to help you.","Sollten Sie noch weitere Fragen haben, stehe ich Ihnen gerne zur Verfügung."
pt,en,"O email que eu estou me referindo é o <span  data-entity=""email"" class=""undefined"" target=""_blank"" rel=""noopener noreferrer"">coinbaseneto66@gmail.com</span>","The email I am referring to is <span  data-entity=""email"" class=""undefined"" target=""_blank"" rel=""noopener noreferrer"">coinbaseneto66@gmail.com</span>"
pt,en,Por favor verifiquem,Please check
pt,en,Me parece que essas recompensas não estão sendo mais liberadas né?,"It seems to me that these rewards are no longer being released, right?"
pt,en,"Estou falando as recompensas inicias quando, abre uma nova conta na coinbase",I&#39;m talking about the initial rewards when you open a new account on Coinbase.
en,de,"Thank you for your patience, your order is cancelled.","Vielen Dank für Ihre Geduld, Ihre Bestellung wurde storniert."
pt,en,A coinbase não está mais liberando recompensas?,Is coinbase no longer releasing rewards?
en,es,Could you please tell me the error you are getting?,¿Podrías decirme por favor el error que estás recibiendo?
sk,en,"<a href=""http://I.mm"" target=""_blank"" rel=""noopener noreferrer"" class=""autolink-url link"" title=""http://I.mm"" onclick=""event.stopPropagation()"" data-entity=""url"" data-url=""http://I.mm"" data-screen-id=""http://I.mm"">I.mm</a> ko pól pm uh i89","<a href=""http://I.mm"" target=""_blank"" rel=""noopener noreferrer"" class=""autolink-url link"" title=""http://I.mm"" onclick=""event.stopPropagation()"" data-entity=""url"" data-url=""http://I.mm"" data-screen-id=""http://I.mm"">I.mm</a> ko pole pm uh i89"
en,sv,"Could you please provide me with your full name, email address and order number for verification purposes?","Kan du ge mig ditt fullständiga namn, e-postadress och ordernummer för verifieringsändamål?"
pt,en,A página que vc mandou não está funcionando,The page you sent is not working
en,de,In case that you do not receive any feedback in a few days feel free to contact us again and we will check the process status in our system. ,"Sollten Sie innerhalb weniger Tage keine Rückmeldung erhalten, können Sie sich gerne erneut an uns wenden und wir prüfen den Status des Vorgangs in unserem System. "
en,en,Sure!,Sure!
pt,en,Aí fica difíciil,Then it gets difficult
pt,en,É isso amigo o problema é que eu não tenho acesso a minha conta esse é o problema,"That&#39;s it, friend. The problem is that I don&#39;t have access to my account. That&#39;s the problem."
en,de,Can I speak to an agent?,Kann ich mit einem Agenten sprechen?
pt,en,Eu tenho a senha e a autêntica 2fa porém por onde eu faço essas trocas se eu não tenho mais o email da conta antiga?,"I have the password and the authentic 2FA, but where do I make these changes if I no longer have the email for the old account?"
ro,en,"Vă mulțumim, Daniel Dobrica!","Thank you, Daniel Dobrica!"
en,de,check your email and spam folder often.,Überprüfen Sie regelmäßig Ihre E-Mails und Ihren Spam-Ordner.
en,de,Can I speak to an agent?,Kann ich mit einem Agenten sprechen?
pt,en,Ou seja eu não tenho mais esse email não me lembro,"In other words, I no longer have that email, I don&#39;t remember."
en,de,Can I speak to an agent?,Kann ich mit einem Agenten sprechen?
pt,en,Eu troquei de celular e esqueci de anotar o email entendeu???,"I changed my cell phone and forgot to write down the email, understand???"
pt,en,Vocês não estão entendendo como eu vou fazer login usando o email e a senha se eu não tenho mais o email???,You don&#39;t understand how I&#39;m going to log in using my email and password if I no longer have the email???
en,sv,"Could you please provide me with your full name, email address and order number for verification purposes?","Kan du ge mig ditt fullständiga namn, e-postadress och ordernummer för verifieringsändamål?"
en,de,"Thank you for your patience, your inquiry is forwarded to our specialist department. I hope that soon someone will contact you. ","Vielen Dank für Ihre Geduld, Ihre Anfrage wird an unsere Fachabteilung weitergeleitet. Ich hoffe, dass sich bald jemand bei Ihnen meldet. "
pt,en,"A minha conta não está liberando a opção de fazer staking é ganhar o valor da missão em dobro, podem me ajudar?","My account is not releasing the option to staking and earn double the mission amount, can you help me?"
pt,en,Eu convidei um amigo meu para a coinbase,I invited a friend of mine to coinbase
pt,en,E ele não ganhou a chance de girar a roleta nem eu ganhei os 20 reais por ter indicado ele,"And he didn&#39;t get the chance to spin the roulette wheel, nor did I get the 20 reais for referring him."
pt,en,e porque aparece na minha conta?,and why does it appear on my account?
ml,en,UAE പൊളി ❤️❤️❤️👍,UAE is cool ❤️❤️❤️👍
pt,en,O problema é que eu não tenho mais acesso a minha conta ela está desconectada do meu celular mais eu acabei formatando ele,"The problem is that I no longer have access to my account, it is disconnected from my cell phone, but I ended up formatting it."
pt,en,Como faço pra recuperar?,How do I recover?
ar,en,من فضلك شارك عن صفحتى الفيديو او ساعدنى,Please share my video page or help me
en,es,"To set up the expectations with you, as you have reached the Samsung Technical Support team, we here deal with technical troubleshooting regarding product based. As this particular scenario related to Samsung accounts team, will be taken by them from here on.

But I wouldn't be happy to let you go without helping you from my end with all the option I have, if that doesn't work, I will help you with further option to get it sorted.","Para que sepan las expectativas que tienen, ya que han llegado al equipo de asistencia técnica de Samsung, donde nos ocupamos de la resolución de problemas técnicos relacionados con el producto. Como este caso particular está relacionado con el equipo de cuentas de Samsung, ellos se encargarán de él a partir de ahora. Pero no me gustaría dejarlos ir sin ayudarlos desde mi punto de vista con todas las opciones que tengo. Si eso no funciona, los ayudaré con otras opciones para solucionarlo."
en,ro,"Hello, welcome to our chat service! I read what you reported. Can you give me a few minutes to check, please?
","Bună, bun venit la serviciul nostru de chat! Am citit ce ai raportat. Îmi puteți acorda câteva minute să verific, vă rog?
"
pt,en,Esse é o problema,That&#39;s the problem
pt,en,Pior que eu não faço a mínima ideia eu realmente perder totalmente o acesso e me esqueço completamente,"Worse still, I have no idea if I actually lose access completely and completely forget."
